"License Number","License Type","Legal Business Name","Type of License","Date","Expires On","Status","City - County",
"TAL18-0004268","Temporary Cannabis Cultivation License","Humboldt Cheeba Works, LLC","Specialty Mixed-Light Tier 1","05/29/2018","03/26/2019","Active","Unincorporated - Humboldt County",
"TML18-0004317","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/29/2018","03/26/2019","Active","Buellton - Santa Barbara County",
"TML18-0004353","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/29/2018","03/26/2019","Active","Buellton - Santa Barbara County",
"TML18-0004347","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/29/2018","03/26/2019","Active","Buellton - Santa Barbara County",
"TML18-0004332","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/29/2018","03/26/2019","Active","Buellton - Santa Barbara County",
"TML18-0004198","Temporary Cannabis Cultivation License","Diamond B Farms LLC","Medium Outdoor","05/29/2018","03/26/2019","Active","Unincorporated - Lake County",
"TML18-0004192","Temporary Cannabis Cultivation License","Tim Berrry Farms","Small Mixed-Light Tier 1","05/29/2018","09/26/2018","Inactive","Unincorporated - Mendocino County",
"TML18-0004271","Temporary Cannabis Cultivation License","Sweet Creek Farm","Specialty Outdoor","05/29/2018","09/26/2018","Inactive","Unincorporated - Sonoma County",
"TAL18-0004269","Temporary Cannabis Cultivation License","Ms. Parker's Flowers, LLC","Processor","05/29/2018","03/26/2019","Active","Oakland - Alameda County",
"TML18-0004266","Temporary Cannabis Cultivation License","Dionysus Management Company, LLC","Small Outdoor","05/29/2018","09/26/2018","Inactive","Lompoc - Santa Barbara County",
"TML18-0004265","Temporary Cannabis Cultivation License","Dionysus Management Company, LLC","Small Outdoor","05/29/2018","09/26/2018","Inactive","Lompoc - Santa Barbara County",
"TML18-0004264","Temporary Cannabis Cultivation License","Dionysus Management Company, LLC","Small Outdoor","05/29/2018","09/26/2018","Inactive","Lompoc - Santa Barbara County",
"TML18-0004258","Temporary Cannabis Cultivation License","The Bango Corp","Medium Outdoor","05/29/2018","03/26/2019","Active","Windsor - Sonoma County",
"TML18-0004177","Temporary Cannabis Cultivation License","Prosperity Brand, Inc.","Specialty Outdoor","05/29/2018","03/26/2019","Active","Willits - Mendocino County",
"TML18-0004263","Temporary Cannabis Cultivation License","Dionysus Management Company, LLC","Small Outdoor","05/29/2018","09/26/2018","Inactive","Lompoc - Santa Barbara County",
"TML18-0004262","Temporary Cannabis Cultivation License","R and R Ranch","Small Mixed-Light Tier 1","05/29/2018","06/07/2018","Inactive","Unincorporated - Calaveras County",
"TML18-0004256","Temporary Cannabis Cultivation License","Dionysus Management Company, LLC","Small Outdoor","05/29/2018","09/26/2018","Inactive","Lompoc - Santa Barbara County",
"TAL18-0004250","Temporary Cannabis Cultivation License","Black Pepper Nation LLC","Specialty Indoor","05/29/2018","03/26/2019","Active","San Francisco - San Francisco County",
"TML18-0004249","Temporary Cannabis Cultivation License","Dionysus Management Company, LLC","Small Outdoor","05/29/2018","09/26/2018","Inactive","Lompoc - Santa Barbara County",
"TAL18-0004246","Temporary Cannabis Cultivation License","Thorn Junction Farms LLC","Small Outdoor","05/29/2018","09/26/2018","Inactive","Whitethorn - Humboldt County",
"TML18-0004245","Temporary Cannabis Cultivation License","Anna Lewis","Small Outdoor","05/29/2018","03/26/2019","Active","Woodland - Yolo County",
"TML18-0004244","Temporary Cannabis Cultivation License","Anna Lewis","Small Outdoor","05/29/2018","03/26/2019","Active","Woodland - Yolo County",
"TML18-0004242","Temporary Cannabis Cultivation License","Anna Lewis","Small Outdoor","05/29/2018","03/26/2019","Active","Woodland - Yolo County",
"TML18-0004234","Temporary Cannabis Cultivation License","Indigo Holdings,LLC","Medium Outdoor","05/29/2018","09/26/2018","Inactive","Unincorporated - Lake County",
"TAL18-0004186","Temporary Cannabis Cultivation License","Major Farms LLC","Small Mixed-Light Tier 2","05/29/2018","03/26/2019","Active","Unincorporated - Mendocino County",
"TML18-0004216","Temporary Cannabis Cultivation License","Floracal MBC","Medium Indoor","05/29/2018","03/26/2019","Active","Santa Rosa - Sonoma County",
"TAL18-0004193","Temporary Cannabis Cultivation License","Mendo Local, Inc","Small Outdoor","05/29/2018","09/26/2018","Inactive","Unincorporated - Mendocino County",
"TML18-0004185","Temporary Cannabis Cultivation License","Lion's Den Family Farms","Small Outdoor","05/29/2018","03/26/2019","Active","Unincorporated - Mendocino County",
"TML18-0004169","Temporary Cannabis Cultivation License","NAVA RANCH","Specialty Mixed-Light Tier 1","05/29/2018","09/26/2018","Inactive","Eureka - Humboldt County",
"TML18-0004237","Temporary Cannabis Cultivation License","Dionysus Management Company, LLC","Small Outdoor","05/28/2018","09/25/2018","Inactive","Lompoc - Santa Barbara County",
"TML18-0004236","Temporary Cannabis Cultivation License","Dionysus Management Company, LLC","Small Outdoor","05/28/2018","09/25/2018","Inactive","Lompoc - Santa Barbara County",
"TML18-0004235","Temporary Cannabis Cultivation License","Dionysus Management Company, LLC","Small Outdoor","05/28/2018","09/25/2018","Inactive","Lompoc - Santa Barbara County",
"TAL18-0004233","Temporary Cannabis Cultivation License","High Mountain Herb, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Unincorporated - Trinity County",
"TAL18-0004227","Temporary Cannabis Cultivation License","Elite Folium, LLC","Specialty Outdoor","05/28/2018","03/25/2019","Active","Madera - Humboldt County",
"TML18-0004215","Temporary Cannabis Cultivation License","Busy Bee's Organics","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004214","Temporary Cannabis Cultivation License","Busy Bee's Organics","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004213","Temporary Cannabis Cultivation License","Busy Bee's Organics","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004212","Temporary Cannabis Cultivation License","Busy Bee's Organics","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004207","Temporary Cannabis Cultivation License","CA Labs, Inc.","Small Mixed-Light Tier 1","05/28/2018","09/25/2018","Inactive","Carpinteria - Santa Barbara County",
"TML18-0004199","Temporary Cannabis Cultivation License","Diamond B Farms LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Unincorporated - Lake County",
"TML18-0004184","Temporary Cannabis Cultivation License","Lion's Den Family Farms","Specialty Mixed-Light Tier 2","05/28/2018","03/25/2019","Active","Unincorporated - Mendocino County",
"TML18-0004160","Temporary Cannabis Cultivation License","FLAWLESS INDUSTRIES","Small Indoor","05/28/2018","09/25/2018","Inactive","Sacramento - Sacramento County",
"TAL18-0004158","Temporary Cannabis Cultivation License","H.G. INDUSTRIES","Small Indoor","05/28/2018","09/25/2018","Inactive","Sacramento - Sacramento County",
"TAL18-0004151","Temporary Cannabis Cultivation License","Highnote farm","Small Mixed-Light Tier 1","05/28/2018","03/25/2019","Active","Unincorporated - Trinity County",
"TML18-0004302","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Medium Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004373","Temporary Cannabis Cultivation License","Louis Armstrong & Associates, LLC","Small Mixed-Light Tier 2","05/28/2018","03/25/2019","Active","Carpinteria - Santa Barbara County",
"TML18-0004374","Temporary Cannabis Cultivation License","Louis Armstrong & Associates, LLC","Small Mixed-Light Tier 2","05/28/2018","03/25/2019","Active","Carpinteria - Santa Barbara County",
"TML18-0004371","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","09/25/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0004370","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","09/25/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0004369","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","09/25/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0004368","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","09/25/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0004366","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","09/25/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0004365","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004363","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004362","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004359","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004356","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004355","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004354","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004351","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004348","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004344","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004343","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004342","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004341","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004340","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004339","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004337","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004335","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004334","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004330","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004328","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004325","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004318","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004315","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004312","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004309","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004303","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Small Outdoor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TML18-0004301","Temporary Cannabis Cultivation License","Central Coast Ag Farming, LLC","Processor","05/28/2018","03/25/2019","Active","Buellton - Santa Barbara County",
"TAL18-0004228","Temporary Cannabis Cultivation License","Vasi Ray Farm, LLC","Medium Outdoor","05/25/2018","09/22/2018","Inactive","Unincorporated - Humboldt County",
"TAL18-0004126","Temporary Cannabis Cultivation License","Qlora Group Inc.","Small Mixed-Light Tier 2","05/25/2018","03/22/2019","Active","Salinas - Monterey County",
"TAL18-0004203","Temporary Cannabis Cultivation License","132 West 4th Street LLC","Specialty Indoor","05/24/2018","03/21/2019","Active","Eureka - Humboldt County",
"TML18-0004191","Temporary Cannabis Cultivation License","NTSC GROUP","Medium Indoor","05/24/2018","03/21/2019","Active","Adelanto - San Bernardino County",
"TML18-0004200","Temporary Cannabis Cultivation License","Old Briceland Holding Company, LLC","Medium Mixed-Light Tier 2","05/24/2018","03/21/2019","Active","Unincorporated - Humboldt County",
"TML18-0004197","Temporary Cannabis Cultivation License","Funky Buddha","Specialty Indoor","05/24/2018","03/21/2019","Active","Long Beach - Los Angeles County",
"TML18-0004190","Temporary Cannabis Cultivation License","Grateful Family Farm LLC","Small Outdoor","05/24/2018","09/21/2018","Inactive","Unincorporated - Trinity County",
"TML18-0004187","Temporary Cannabis Cultivation License","Bloomfield Productions","Small Indoor","05/24/2018","03/21/2019","Active","Adelanto - San Bernardino County",
"TAL18-0004182","Temporary Cannabis Cultivation License","Higher Ground Agriculture, LLC","Medium Outdoor","05/24/2018","03/21/2019","Active","Humboldt County",
"TAL18-0004181","Temporary Cannabis Cultivation License","Lost Coast Lauwers Flowers","Specialty Outdoor","05/24/2018","09/21/2018","Inactive","Unincorporated - Humboldt County",
